 USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR
1.0868, 163.39, 1.9558, 24.506, 7.4588, 0.87188, 377.30, 4.3970, 4.9704, 11.4510, 0.9640, 153.90, 11.7460, 31.1558, 1.6648, 5.2829, 1.4854, 7.8702, 8.4852, 16825.84, 4.0943, 90.2937, 1410.50, 18.8419, 5.0781, 1.7985, 60.546, 1.4645, 38.560, 19.7127
